t,x,u,z1_hat,z2_hat,z3_hat
6.68500,10.00166,-1.24176,10.00167,-0.00601,2.50505
6.69000,10.00163,-1.24187,10.00164,-0.00592,2.50499
6.69500,10.00160,-1.24198,10.00161,-0.00582,2.50492
6.70000,10.00157,-1.24209,10.00158,-0.00573,2.50486
6.70500,10.00154,-1.24220,10.00156,-0.00563,2.50480
6.71000,10.00151,-1.24231,10.00153,-0.00554,2.50474
6.71500,10.00148,-1.24242,10.00150,-0.00545,2.50468
6.72000,10.00146,-1.24252,10.00147,-0.00536,2.50462
6.72500,10.00143,-1.24263,10.00144,-0.00528,2.50457
6.73000,10.00140,-1.24273,10.00142,-0.00519,2.50451
6.73500,10.00138,-1.24284,10.00139,-0.00511,2.50445
6.74000,10.00135,-1.24294,10.00137,-0.00502,2.50439
6.74500,10.00133,-1.24304,10.00134,-0.00494,2.50434
6.75000,10.00130,-1.24314,10.00132,-0.00486,2.50428
6.75500,10.00128,-1.24323,10.00129,-0.00478,2.50423
6.76000,10.00125,-1.24333,10.00127,-0.00470,2.50417
6.76500,10.00123,-1.24343,10.00124,-0.00462,2.50412
6.77000,10.00121,-1.24352,10.00122,-0.00454,2.50406
6.77500,10.00118,-1.24361,10.00120,-0.00447,2.50401
6.78000,10.00116,-1.24371,10.00117,-0.00439,2.50396
6.78500,10.00114,-1.24380,10.00115,-0.00432,2.50391
6.79000,10.00112,-1.24389,10.00113,-0.00425,2.50385
6.79500,10.00110,-1.24398,10.00111,-0.00418,2.50380
6.80000,10.00108,-1.24406,10.00109,-0.00411,2.50375
6.80500,10.00105,-1.24415,10.00107,-0.00404,2.50370
6.81000,10.00103,-1.24424,10.00105,-0.00397,2.50365
6.81500,10.00101,-1.24432,10.00103,-0.00390,2.50360
6.82000,10.00099,-1.24441,10.00101,-0.00383,2.50355
6.82500,10.00098,-1.24449,10.00099,-0.00377,2.50351
6.83000,10.00096,-1.24457,10.00097,-0.00371,2.50346
6.83500,10.00094,-1.24465,10.00095,-0.00364,2.50341
6.84000,10.00092,-1.24473,10.00093,-0.00358,2.50337
6.84500,10.00090,-1.24481,10.00091,-0.00352,2.50332
6.85000,10.00088,-1.24489,10.00089,-0.00346,2.50327
6.85500,10.00087,-1.24496,10.00088,-0.00340,2.50323
6.86000,10.00085,-1.24504,10.00086,-0.00334,2.50318
6.86500,10.00083,-1.24511,10.00084,-0.00328,2.50314
6.87000,10.00082,-1.24519,10.00083,-0.00322,2.50310
6.87500,10.00080,-1.24526,10.00081,-0.00317,2.50305
6.88000,10.00078,-1.24533,10.00079,-0.00311,2.50301
6.88500,10.00077,-1.24540,10.00078,-0.00306,2.50297
6.89000,10.00075,-1.24547,10.00076,-0.00301,2.50293
6.89500,10.00074,-1.24554,10.00075,-0.00295,2.50289
6.90000,10.00072,-1.24561,10.00073,-0.00290,2.50285
6.90500,10.00071,-1.24568,10.00072,-0.00285,2.50281
6.91000,10.00069,-1.24574,10.00070,-0.00280,2.50277
6.91500,10.00068,-1.24581,10.00069,-0.00275,2.50273
6.92000,10.00067,-1.24587,10.00068,-0.00270,2.50269
6.92500,10.00065,-1.24594,10.00066,-0.00265,2.50265
6.93000,10.00064,-1.24600,10.00065,-0.00261,2.50261
6.93500,10.00063,-1.24606,10.00063,-0.00256,2.50257
6.94000,10.00061,-1.24613,10.00062,-0.00251,2.50254
6.94500,10.00060,-1.24619,10.00061,-0.00247,2.50250
6.95000,10.00059,-1.24625,10.00060,-0.00242,2.50246
6.95500,10.00058,-1.24630,10.00058,-0.00238,2.50243
6.96000,10.00056,-1.24636,10.00057,-0.00234,2.50239
6.96500,10.00055,-1.24642,10.00056,-0.00230,2.50236
6.97000,10.00054,-1.24648,10.00055,-0.00225,2.50232
6.97500,10.00053,-1.24653,10.00054,-0.00221,2.50229
6.98000,10.00052,-1.24659,10.00053,-0.00217,2.50226
6.98500,10.00051,-1.24664,10.00051,-0.00213,2.50222
6.99000,10.00050,-1.24669,10.00050,-0.00209,2.50219
6.99500,10.00049,-1.24675,10.00049,-0.00206,2.50216
7.00000,10.00048,-1.24680,10.00048,-0.00202,2.50213
7.00500,10.00047,-1.24685,10.00047,-0.00198,2.50209
7.01000,10.00046,-1.24690,10.00046,-0.00194,2.50206
7.01500,10.00045,-1.24695,10.00045,-0.00191,2.50203
7.02000,10.00044,-1.24700,10.00044,-0.00187,2.50200
7.02500,10.00043,-1.24705,10.00043,-0.00184,2.50197
7.03000,10.00042,-1.24710,10.00042,-0.00180,2.50194
7.03500,10.00041,-1.24714,10.00041,-0.00177,2.50191
7.04000,10.00040,-1.24719,10.00041,-0.00174,2.50188
7.04500,10.00039,-1.24724,10.00040,-0.00171,2.50186
7.05000,10.00038,-1.24728,10.00039,-0.00167,2.50183
7.05500,10.00037,-1.24733,10.00038,-0.00164,2.50180
7.06000,10.00037,-1.24737,10.00037,-0.00161,2.50177
7.06500,10.00036,-1.24741,10.00036,-0.00158,2.50174
7.07000,10.00035,-1.24746,10.00036,-0.00155,2.50172
7.07500,10.00034,-1.24750,10.00035,-0.00152,2.50169
7.08000,10.00033,-1.24754,10.00034,-0.00149,2.50167
7.08500,10.00033,-1.24758,10.00033,-0.00146,2.50164
7.09000,10.00032,-1.24762,10.00032,-0.00144,2.50161
7.09500,10.00031,-1.24766,10.00032,-0.00141,2.50159
7.10000,10.00031,-1.24770,10.00031,-0.00138,2.50157
7.10500,10.00030,-1.24774,10.00030,-0.00135,2.50154
7.11000,10.00029,-1.24778,10.00030,-0.00133,2.50152
7.11500,10.00029,-1.24781,10.00029,-0.00130,2.50149
7.12000,10.00028,-1.24785,10.00028,-0.00128,2.50147
7.12500,10.00027,-1.24789,10.00028,-0.00125,2.50145
7.13000,10.00027,-1.24792,10.00027,-0.00123,2.50142
7.13500,10.00026,-1.24796,10.00026,-0.00120,2.50140
7.14000,10.00025,-1.24799,10.00026,-0.00118,2.50138
7.14500,10.00025,-1.24803,10.00025,-0.00116,2.50136
7.15000,10.00024,-1.24806,10.00025,-0.00113,2.50134
7.15500,10.00024,-1.24809,10.00024,-0.00111,2.50131
7.16000,10.00023,-1.24813,10.00023,-0.00109,2.50129
7.16500,10.00022,-1.24816,10.00023,-0.00107,2.50127
7.17000,10.00022,-1.24819,10.00022,-0.00105,2.50125
7.17500,10.00021,-1.24822,10.00022,-0.00103,2.50123
7.18000,10.00021,-1.24825,10.00021,-0.00101,2.50121
7.18500,10.00020,-1.24828,10.00021,-0.00099,2.50119
7.19000,10.00020,-1.24831,10.00020,-0.00097,2.50117
7.19500,10.00019,-1.24834,10.00020,-0.00095,2.50115
7.20000,10.00019,-1.24837,10.00019,-0.00093,2.50114
7.20500,10.00018,-1.24840,10.00019,-0.00091,2.50112
7.21000,10.00018,-1.24843,10.00018,-0.00089,2.50110
7.21500,10.00018,-1.24845,10.00018,-0.00087,2.50108
7.22000,10.00017,-1.24848,10.00017,-0.00085,2.50106
7.22500,10.00017,-1.24851,10.00017,-0.00084,2.50105
7.23000,10.00016,-1.24853,10.00017,-0.00082,2.50103
7.23500,10.00016,-1.24856,10.00016,-0.00080,2.50101
7.24000,10.00015,-1.24859,10.00016,-0.00079,2.50100
7.24500,10.00015,-1.24861,10.00015,-0.00077,2.50098
7.25000,10.00015,-1.24864,10.00015,-0.00075,2.50096
7.25500,10.00014,-1.24866,10.00015,-0.00074,2.50095
7.26000,10.00014,-1.24868,10.00014,-0.00072,2.50093
7.26500,10.00014,-1.24871,10.00014,-0.00071,2.50092
7.27000,10.00013,-1.24873,10.00013,-0.00069,2.50090
7.27500,10.00013,-1.24875,10.00013,-0.00068,2.50088
7.28000,10.00012,-1.24878,10.00013,-0.00066,2.50087
7.28500,10.00012,-1.24880,10.00012,-0.00065,2.50086
7.29000,10.00012,-1.24882,10.00012,-0.00064,2.50084
7.29500,10.00012,-1.24884,10.00012,-0.00062,2.50083
7.30000,10.00011,-1.24886,10.00011,-0.00061,2.50081
7.30500,10.00011,-1.24888,10.00011,-0.00060,2.50080
7.31000,10.00011,-1.24890,10.00011,-0.00058,2.50079
7.31500,10.00010,-1.24892,10.00010,-0.00057,2.50077
7.32000,10.00010,-1.24894,10.00010,-0.00056,2.50076
7.32500,10.00010,-1.24896,10.00010,-0.00055,2.50075
7.33000,10.00009,-1.24898,10.00010,-0.00053,2.50073
7.33500,10.00009,-1.24900,10.00009,-0.00052,2.50072
7.34000,10.00009,-1.24902,10.00009,-0.00051,2.50071
7.34500,10.00009,-1.24904,10.00009,-0.00050,2.50070
7.35000,10.00008,-1.24906,10.00009,-0.00049,2.50068
7.35500,10.00008,-1.24907,10.00008,-0.00048,2.50067
7.36000,10.00008,-1.24909,10.00008,-0.00047,2.50066
7.36500,10.00008,-1.24911,10.00008,-0.00046,2.50065
7.37000,10.00007,-1.24912,10.00008,-0.00045,2.50064
7.37500,10.00007,-1.24914,10.00007,-0.00044,2.50063
7.38000,10.00007,-1.24916,10.00007,-0.00043,2.50062
7.38500,10.00007,-1.24917,10.00007,-0.00042,2.50060
7.39000,10.00007,-1.24919,10.00007,-0.00041,2.50059
7.39500,10.00006,-1.24920,10.00006,-0.00040,2.50058
7.40000,10.00006,-1.24922,10.00006,-0.00039,2.50057
7.40500,10.00006,-1.24923,10.00006,-0.00038,2.50056
7.41000,10.00006,-1.24925,10.00006,-0.00037,2.50055
7.41500,10.00006,-1.24926,10.00006,-0.00036,2.50054
7.42000,10.00005,-1.24928,10.00006,-0.00035,2.50053
7.42500,10.00005,-1.24929,10.00005,-0.00035,2.50052
7.43000,10.00005,-1.24931,10.00005,-0.00034,2.50051
7.43500,10.00005,-1.24932,10.00005,-0.00033,2.50051
7.44000,10.00005,-1.24933,10.00005,-0.00032,2.50050
7.44500,10.00005,-1.24935,10.00005,-0.00031,2.50049
7.45000,10.00004,-1.24936,10.00004,-0.00031,2.50048
7.45500,10.00004,-1.24937,10.00004,-0.00030,2.50047
7.46000,10.00004,-1.24938,10.00004,-0.00029,2.50046
7.46500,10.00004,-1.24940,10.00004,-0.00028,2.50045
7.47000,10.00004,-1.24941,10.00004,-0.00028,2.50044
7.47500,10.00004,-1.24942,10.00004,-0.00027,2.50044
7.48000,10.00003,-1.24943,10.00004,-0.00026,2.50043
7.48500,10.00003,-1.24944,10.00003,-0.00026,2.50042
7.49000,10.00003,-1.24945,10.00003,-0.00025,2.50041
7.49500,10.00003,-1.24946,10.00003,-0.00025,2.50041
7.50000,10.00003,-1.24947,10.00003,-0.00024,2.50040
7.50500,10.00003,-1.24949,10.00003,-0.00023,2.50039
7.51000,10.00003,-1.24950,10.00003,-0.00023,2.50038
7.51500,10.00003,-1.24951,10.00003,-0.00022,2.50038
7.52000,10.00002,-1.24952,10.00003,-0.00022,2.50037
7.52500,10.00002,-1.24953,10.00002,-0.00021,2.50036
7.53000,10.00002,-1.24954,10.00002,-0.00021,2.50036
7.53500,10.00002,-1.24954,10.00002,-0.00020,2.50035
7.54000,10.00002,-1.24955,10.00002,-0.00019,2.50034
7.54500,10.00002,-1.24956,10.00002,-0.00019,2.50034
7.55000,10.00002,-1.24957,10.00002,-0.00018,2.50033
7.55500,10.00002,-1.24958,10.00002,-0.00018,2.50032
7.56000,10.00002,-1.24959,10.00002,-0.00018,2.50032
7.56500,10.00002,-1.24960,10.00002,-0.00017,2.50031
7.57000,10.00002,-1.24961,10.00002,-0.00017,2.50030
7.57500,10.00001,-1.24961,10.00001,-0.00016,2.50030
7.58000,10.00001,-1.24962,10.00001,-0.00016,2.50029
7.58500,10.00001,-1.24963,10.00001,-0.00015,2.50029
7.59000,10.00001,-1.24964,10.00001,-0.00015,2.50028
7.59500,10.00001,-1.24965,10.00001,-0.00014,2.50028
7.60000,10.00001,-1.24965,10.00001,-0.00014,2.50027
7.60500,10.00001,-1.24966,10.00001,-0.00014,2.50027
7.61000,10.00001,-1.24967,10.00001,-0.00013,2.50026
7.61500,10.00001,-1.24968,10.00001,-0.00013,2.50026
7.62000,10.00001,-1.24968,10.00001,-0.00013,2.50025
7.62500,10.00001,-1.24969,10.00001,-0.00012,2.50025
7.63000,10.00001,-1.24970,10.00001,-0.00012,2.50024
7.63500,10.00001,-1.24970,10.00001,-0.00011,2.50024
7.64000,10.00001,-1.24971,10.00001,-0.00011,2.50023
7.64500,10.00000,-1.24972,10.00000,-0.00011,2.50023
7.65000,10.00000,-1.24972,10.00000,-0.00010,2.50022
7.65500,10.00000,-1.24973,10.00000,-0.00010,2.50022
7.66000,10.00000,-1.24973,10.00000,-0.00010,2.50021
7.66500,10.00000,-1.24974,10.00000,-0.00010,2.50021
7.67000,10.00000,-1.24975,10.00000,-0.00009,2.50021
7.67500,10.00000,-1.24975,10.00000,-0.00009,2.50020
7.68000,10.00000,-1.24976,10.00000,-0.00009,2.50020
7.68500,10.00000,-1.24976,10.00000,-0.00008,2.50019
7.69000,10.00000,-1.24977,10.00000,-0.00008,2.50019
7.69500,10.00000,-1.24977,10.00000,-0.00008,2.50019
7.70000,10.00000,-1.24978,10.00000,-0.00008,2.50018
7.70500,10.00000,-1.24978,10.00000,-0.00007,2.50018
7.71000,10.00000,-1.24979,10.00000,-0.00007,2.50017
7.71500,10.00000,-1.24979,10.00000,-0.00007,2.50017
7.72000,10.00000,-1.24980,10.00000,-0.00007,2.50017
7.72500,10.00000,-1.24980,10.00000,-0.00006,2.50016
7.73000,10.00000,-1.24981,10.00000,-0.00006,2.50016
7.73500,10.00000,-1.24981,10.00000,-0.00006,2.50016
7.74000,10.00000,-1.24982,10.00000,-0.00006,2.50015
7.74500,10.00000,-1.24982,10.00000,-0.00006,2.50015
7.75000,10.00000,-1.24982,10.00000,-0.00005,2.50015
7.75500,10.00000,-1.24983,10.00000,-0.00005,2.50014
7.76000,10.00000,-1.24983,10.00000,-0.00005,2.50014
7.76500,10.00000,-1.24984,10.00000,-0.00005,2.50014
7.77000,9.99999,-1.24984,9.99999,-0.00005,2.50014
7.77500,9.99999,-1.24984,9.99999,-0.00004,2.50013
7.78000,9.99999,-1.24985,9.99999,-0.00004,2.50013
7.78500,9.99999,-1.24985,9.99999,-0.00004,2.50013
7.79000,9.99999,-1.24985,9.99999,-0.00004,2.50012
7.79500,9.99999,-1.24986,9.99999,-0.00004,2.50012
7.80000,9.99999,-1.24986,9.99999,-0.00004,2.50012
7.80500,9.99999,-1.24987,9.99999,-0.00003,2.50012
7.81000,9.99999,-1.24987,9.99999,-0.00003,2.50011
7.81500,9.99999,-1.24987,9.99999,-0.00003,2.50011
7.82000,9.99999,-1.24988,9.99999,-0.00003,2.50011
7.82500,9.99999,-1.24988,9.99999,-0.00003,2.50011
7.83000,9.99999,-1.24988,9.99999,-0.00003,2.50010
7.83500,9.99999,-1.24988,9.99999,-0.00003,2.50010
7.84000,9.99999,-1.24989,9.99999,-0.00002,2.50010
7.84500,9.99999,-1.24989,9.99999,-0.00002,2.50010
7.85000,9.99999,-1.24989,9.99999,-0.00002,2.50010
7.85500,9.99999,-1.24990,9.99999,-0.00002,2.50009
7.86000,9.99999,-1.24990,9.99999,-0.00002,2.50009
7.86500,9.99999,-1.24990,9.99999,-0.00002,2.50009
7.87000,9.99999,-1.24990,9.99999,-0.00002,2.50009
7.87500,9.99999,-1.24991,9.99999,-0.00002,2.50008
7.88000,9.99999,-1.24991,9.99999,-0.00002,2.50008
7.88500,9.99999,-1.24991,9.99999,-0.00001,2.50008
7.89000,9.99999,-1.24991,9.99999,-0.00001,2.50008
7.89500,9.99999,-1.24992,9.99999,-0.00001,2.50008
7.90000,9.99999,-1.24992,9.99999,-0.00001,2.50008
7.90500,9.99999,-1.24992,9.99999,-0.00001,2.50007
7.91000,9.99999,-1.24992,9.99999,-0.00001,2.50007
7.91500,9.99999,-1.24992,9.99999,-0.00001,2.50007
7.92000,9.99999,-1.24993,9.99999,-0.00001,2.50007
7.92500,9.99999,-1.24993,9.99999,-0.00001,2.50007
7.93000,9.99999,-1.24993,9.99999,-0.00001,2.50007
7.93500,9.99999,-1.24993,9.99999,-0.00001,2.50006
7.94000,9.99999,-1.24993,9.99999,-0.00000,2.50006
7.94500,9.99999,-1.24994,9.99999,-0.00000,2.50006
7.95000,9.99999,-1.24994,9.99999,-0.00000,2.50006
7.95500,9.99999,-1.24994,9.99999,-0.00000,2.50006
7.96000,9.99999,-1.24994,9.99999,-0.00000,2.50006
7.96500,9.99999,-1.24994,9.99999,-0.00000,2.50006
7.97000,9.99999,-1.24995,9.99999,-0.00000,2.50005
7.97500,9.99999,-1.24995,9.99999,-0.00000,2.50005
7.98000,9.99999,-1.24995,9.99999,0.00000,2.50005
7.98500,9.99999,-1.24995,9.99999,0.00000,2.50005
7.99000,9.99999,-1.24995,9.99999,0.00000,2.50005
7.99500,9.99999,-1.24995,9.99999,0.00000,2.50005
8.00000,9.99999,-1.24995,9.99999,0.00000,2.50005
8.00500,9.99999,-1.24996,9.99999,0.00000,2.50005
8.01000,9.99999,-1.24996,9.99999,0.00000,2.50004
8.01500,9.99999,-1.24996,9.99999,0.00000,2.50004
8.02000,9.99999,-1.24996,9.99999,0.00000,2.50004
8.02500,9.99999,-1.24996,9.99999,0.00000,2.50004
8.03000,9.99999,-1.24996,9.99999,0.00001,2.50004
8.03500,9.99999,-1.24996,9.99999,0.00001,2.50004
8.04000,9.99999,-1.24997,9.99999,0.00001,2.50004
8.04500,9.99999,-1.24997,9.99999,0.00001,2.50004
8.05000,9.99999,-1.24997,9.99999,0.00001,2.50004
8.05500,9.99999,-1.24997,9.99999,0.00001,2.50003
8.06000,9.99999,-1.24997,9.99999,0.00001,2.50003
8.06500,9.99999,-1.24997,9.99999,0.00001,2.50003
8.07000,9.99999,-1.24997,9.99999,0.00001,2.50003
8.07500,9.99999,-1.24997,9.99999,0.00001,2.50003
8.08000,9.99999,-1.24997,9.99999,0.00001,2.50003
8.08500,9.99999,-1.24998,9.99999,0.00001,2.50003
8.09000,9.99999,-1.24998,9.99999,0.00001,2.50003
8.09500,9.99999,-1.24998,9.99999,0.00001,2.50003
8.10000,9.99999,-1.24998,9.99999,0.00001,2.50003
8.10500,9.99999,-1.24998,9.99999,0.00001,2.50003
8.11000,9.99999,-1.24998,9.99999,0.00001,2.50003
8.11500,9.99999,-1.24998,9.99999,0.00001,2.50002
8.12000,9.99999,-1.24998,9.99999,0.00001,2.50002
8.12500,9.99999,-1.24998,9.99999,0.00001,2.50002
8.13000,9.99999,-1.24998,9.99999,0.00001,2.50002
8.13500,9.99999,-1.24998,9.99999,0.00001,2.50002
8.14000,9.99999,-1.24998,9.99999,0.00001,2.50002
8.14500,9.99999,-1.24999,9.99999,0.00001,2.50002
8.15000,9.99999,-1.24999,9.99999,0.00001,2.50002
8.15500,9.99999,-1.24999,9.99999,0.00001,2.50002
8.16000,9.99999,-1.24999,9.99999,0.00001,2.50002
8.16500,9.99999,-1.24999,9.99999,0.00001,2.50002
8.17000,9.99999,-1.24999,9.99999,0.00001,2.50002
8.17500,9.99999,-1.24999,9.99999,0.00001,2.50002
8.18000,9.99999,-1.24999,9.99999,0.00001,2.50002
8.18500,9.99999,-1.24999,9.99999,0.00001,2.50002
8.19000,9.99999,-1.24999,9.99999,0.00001,2.50002
8.19500,9.99999,-1.24999,9.99999,0.00001,2.50001
8.20000,9.99999,-1.24999,9.99999,0.00001,2.50001
8.20500,9.99999,-1.24999,9.99999,0.00001,2.50001
8.21000,9.99999,-1.24999,9.99999,0.00001,2.50001
8.21500,9.99999,-1.24999,9.99999,0.00001,2.50001
8.22000,9.99999,-1.24999,9.99999,0.00001,2.50001
8.22500,9.99999,-1.24999,9.99999,0.00001,2.50001
8.23000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.23500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.24000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.24500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.25000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.25500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.26000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.26500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.27000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.27500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.28000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.28500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.29000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.29500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.30000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.30500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.31000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.31500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.32000,9.99999,-1.25000,9.99999,0.00001,2.50001
8.32500,9.99999,-1.25000,9.99999,0.00001,2.50001
8.33000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.33500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.34000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.34500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.35000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.35500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.36000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.36500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.37000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.37500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.38000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.38500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.39000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.39500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.40000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.40500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.41000,9.99999,-1.25000,9.99999,0.00001,2.50000
8.41500,9.99999,-1.25000,9.99999,0.00001,2.50000
8.42000,9.99999,-1.25001,9.99999,0.00001,2.50000
8.42500,9.99999,-1.25001,9.99999,0.00001,2.50000
8.43000,9.99999,-1.25001,9.99999,0.00001,2.50000
8.43500,9.99999,-1.25001,9.99999,0.00001,2.50000
8.44000,9.99999,-1.25001,9.99999,0.00001,2.50000
8.44500,9.99999,-1.25001,9.99999,0.00001,2.50000
8.45000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.45500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.46000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.46500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.47000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.47500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.48000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.48500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.49000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.49500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.50000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.50500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.51000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.51500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.52000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.52500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.53000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.53500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.54000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.54500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.55000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.55500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.56000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.56500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.57000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.57500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.58000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.58500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.59000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.59500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.60000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.60500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.61000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.61500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.62000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.62500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.63000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.63500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.64000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.64500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.65000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.65500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.66000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.66500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.67000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.67500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.68000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.68500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.69000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.69500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.70000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.70500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.71000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.71500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.72000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.72500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.73000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.73500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.74000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.74500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.75000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.75500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.76000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.76500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.77000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.77500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.78000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.78500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.79000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.79500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.80000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.80500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.81000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.81500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.82000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.82500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.83000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.83500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.84000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.84500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.85000,10.00000,-1.25001,10.00000,0.00001,2.50000
8.85500,10.00000,-1.25001,10.00000,0.00001,2.50000
8.86000,10.00000,-1.25001,10.00000,0.00000,2.50000
8.86500,10.00000,-1.25001,10.00000,0.00000,2.50000
8.87000,10.00000,-1.25001,10.00000,0.00000,2.50000
8.87500,10.00000,-1.25001,10.00000,0.00000,2.50000
8.88000,10.00000,-1.25001,10.00000,0.00000,2.50000
8.88500,10.00000,-1.25001,10.00000,0.00000,2.50000
8.89000,10.00000,-1.25000,10.00000,0.00000,2.50000
